HORARIO;Horas;Minutos;#minutos;;;DESPACHO;ATENCION;DERIVACION;tiempo entre llamadas;;;;
10:33;10;33;633;;;4,706131549;38,64957968;4,170620388;3;;;;
10:39;10;39;639;;;4,489614131;5,048119606;19,0508188;6;;;;
10:41;10;41;641;;;0,64467032;12,24072504;3,547617742;2;;;;
10:55;10;55;655;;;1,842836118;6,313244531;28,64650719;14;;;;
10:59;10;59;659;;;3,755349252;6,782169016;3,995917111;4;;;;
11:23;11;23;683;;;2,999886551;20,67911393;7,817093403;24;;;;
11:26;11;26;686;;;7,020549064;20,34512688;8,041522535;3;;;;
11:27;11;27;687;;;11,67637116;37,92809632;5,495185925;1;;;;
11:32;11;32;692;;;5,592979021;12,77731025;20,42573186;5;;;;
11:34;11;34;694;;;2,432467025;6,027871459;18,20444326;2;;;;
11:58;11;58;718;;;2,208598482;12,76040878;3,472734709;24;;;;
12:23;12;23;743;;;4,877798738;25,27669694;8,449585189;25;;;;
13:02;13;2;782;;;8,562830272;23,71317163;8,60038612;39;;;;
13:04;13;4;784;;;2,211833712;10,08930684;18,38426167;2;;;;
13:17;13;17;797;;;1,66752521;11,16917959;28,10167408;13;;;;
13:20;13;20;800;;;3,326687071;18,17855026;13,09186826;3;;;;
13:35;13;35;815;;;2,508431216;4,743308473;10,77491843;15;;;;
13:36;13;36;816;;;2,130141614;5,787460037;11,32847;1;;;;
13:52;13;52;832;;;0,709972726;14,28602049;3,915168371;16;;;;
13:53;13;53;833;;;5,976119185;9,355641378;9,833440094;1;;;;
14:00;14;0;840;;;3,634909082;9,770086958;22,38098178;7;;;;
14:07;14;7;847;;;1,475500831;17,85824768;9,366967435;7;;;;
14:14;14;14;854;;;3,422091771;10,56654764;27,59469007;7;;;;
14:22;14;22;862;;;1,061550522;26,29802249;8,727242265;8;;;;
14:23;14;23;863;;;2,213019286;15,98232251;10,78180503;1;;;;
14:24;14;24;864;;;0,924015142;39,09700481;6,151534375;1;;;;
14:30;14;30;870;;;6,551903425;31,41218132;7,493825635;6;;;;
14:32;14;32;872;;;1,118931859;31,93818286;21,81657708;2;;;;
14:48;14;48;888;;;1,023191275;17,01488226;25,98087314;16;;;;
15:00;15;0;900;;;7,023017409;10,33504461;3,30995926;12;;;;
15:10;15;10;910;;;1,867123291;8,872266799;16,79006796;10;;;;
15:46;15;46;946;;;4,000428685;5,250142401;7,845921907;36;;;;
16:00;16;0;960;;;7,270080082;5,928872335;5,017258765;14;;;;
16:24;16;24;984;;;7,863348121;22,11210566;7,712940713;24;;;;
16:35;16;35;995;;;5,458530424;18,65553117;4,605166633;11;;;;
16:44;16;44;1004;;;2,087020941;9,078708145;7,934229633;9;;;;
16:56;16;56;1016;;;0,901448395;10,33678436;10,45354817;12;;;;
17:40;17;40;1060;;;3,577733882;11,85763629;14,11426225;44;;;;
17:57;17;57;1077;;;6,586679488;25,58580869;25,88178367;17;;;;
18:14;18;14;1094;;;3,41698296;17,61909144;5,329561088;17;;;;
18:44;18;44;1124;;;3,595592945;5,146432813;28,50395243;30;;;;
19:06;19;6;1146;;;5,425459983;7,770491478;3,951923794;22;;;;
19:36;19;36;1176;;;4,427250819;20,74698709;22,67655661;30;;;;
20:29;20;29;1229;;;8,010632551;23,48049529;3,187360208;53;;;;
21:01;21;1;1261;;;2,220983301;5,671513117;16,07177559;32;;;;
22:03;22;3;1323;;;3,687205611;4,816299645;14,4034242;62;;;;
23:23;23;23;1403;;;7,784118264;19,22542033;3,947534343;80;;;;
23:54;23;54;1434;;;4,975150444;7,388072494;16,35921735;31;;;;
3:03;3;3;183;;;0,853213382;19,57645034;12,19757107;-1251;;;;
3:16;3;16;196;;;13,98328333;26,92012056;27,00989367;13;;;;
5:19;5;19;319;;;1,853218094;7,275572688;3,291266766;123;;;;
5:33;5;33;333;;;9,74709784;16,23499984;19,74126236;14;;;;
6:33;6;33;393;;;8,980998627;4,345822677;5,324020302;60;;;;
8:54;8;54;534;;;5,661040461;4,869564256;8,054845765;141;;;;
9:04;9;4;544;;;4,754609184;10,96745064;16,24158569;10;;;;
9:06;9;6;546;;;1,059975394;31,00334542;3,408695357;2;;;;
9:13;9;13;553;;;2,269148944;32,64982025;19,16618665;7;;;;
9:15;9;15;555;;;7,172150576;8,774656944;8,623318975;2;;;;
9:20;9;20;560;;;3,945275869;17,9805229;9,534178939;5;;;;
9:20;9;20;560;;;1,707866933;13,24934899;6,840663319;0;;;;
9:32;9;32;572;;;6,68075598;15,49006843;9,184149766;12;;;;
9:36;9;36;576;;;4,570949568;5,313720713;14,59071314;4;;;;
9:36;9;36;576;;;2,891147089;10,54166295;4,128758265;0;;;;
9:51;9;51;591;;;1,419049134;14,07004281;3,360431058;15;;;;
10:01;10;1;601;;;0,913652998;39,52897318;6,931014673;10;;;;
10:09;10;9;609;;;2,375673387;10,55998533;10,9989259;8;;;;
10:12;10;12;612;;;2,190509151;6,782861708;11,26232454;3;;;;
10:18;10;18;618;;;1,397228787;26,39007548;18,06072985;6;;;;
10:23;10;23;623;;;6,30461591;17,11400944;8,285030239;5;;;;
10:23;10;23;623;;;2,413747775;4,205271365;5,727363406;0;;;;
10:44;10;44;644;;;2,324253035;7,300035613;17,6876504;21;;;;
10:49;10;49;649;;;6,097081763;4,743790417;6,296010446;5;;;;
10:55;10;55;655;;;3,340551584;33,41106127;30,65978629;6;;;;
11:08;11;8;668;;;1,020117077;9,482459867;3,528976958;13;;;;
11:13;11;13;673;;;3,857001728;12,38736542;15,79657327;5;;;;
11:14;11;14;674;;;1,459700562;5,080252936;4,037463851;1;;;;
11:20;11;20;680;;;2,715772033;6,94848074;8,263404713;6;;;;
11:27;11;27;687;;;4,830021352;18,90715777;8,331766132;7;;;;
11:41;11;41;701;;;1,168407784;40,08856805;10,88093811;14;;;;
11:44;11;44;704;;;11,46397202;9,764266522;10,43344217;3;;;;
11:49;11;49;709;;;8,18463163;5,274331991;3,184901543;5;;;;
12:09;12;9;729;;;7,392737209;11,87596902;3,62270437;20;;;;
12:15;12;15;735;;;3,237660415;6,452699826;16,22310814;6;;;;
12:15;12;15;735;;;12,31858458;11,98569963;17,01781122;0;;;;
12:20;12;20;740;;;11,43962789;9,904630913;6,467579982;5;;;;
12:35;12;35;755;;;5,981994114;20,88234346;17,7563497;15;;;;
12:39;12;39;759;;;1,799984264;8,474233213;3,393452998;4;;;;
12:47;12;47;767;;;4,905543257;11,92809079;6,856306476;8;;;;
13:16;13;16;796;;;5,246118354;10,77290892;25,21509447;29;;;;
13:24;13;24;804;;;1,398747415;6,052851867;19,48888536;8;;;;
13:27;13;27;807;;;0,831789853;6,523766092;17,88041447;3;;;;
13:33;13;33;813;;;0,978456852;12,54863803;16,33897591;6;;;;
13:48;13;48;828;;;3,573111986;13,93940873;5,81355306;15;;;;
13:59;13;59;839;;;5,553302454;10,45124804;5,784691506;11;;;;
14:22;14;22;862;;;7,407530345;20,6745082;30,26189032;23;;;;
14:28;14;28;868;;;5,838465494;4,536918759;7,408405028;6;;;;
14:35;14;35;875;;;9,605231824;34,5212125;15,67033478;7;;;;
15:02;15;2;902;;;3,589972004;4,609292054;14,40280131;27;;;;
15:14;15;14;914;;;2,067814859;8,187102184;18,3137805;12;;;;
15:18;15;18;918;;;3,034303825;29,67232074;21,27466934;4;;;;
15:19;15;19;919;;;10,34508833;18,75706054;10,45149027;1;;;;
15:40;15;40;940;;;1,780709957;15,90325303;6,368357715;21;;;;
15:43;15;43;943;;;2,814705282;16,19636044;18,80060356;3;;;;
15:52;15;52;952;;;1,011708987;21,54669219;24,60243256;9;;;;
16:19;16;19;979;;;0,857707659;14,46041149;12,66444125;27;;;;
16:40;16;40;1000;;;3,317615116;13,84429142;10,08237369;21;;;;
17:09;17;9;1029;;;3,099304924;35,48290643;10,68756124;29;;;;
17:14;17;14;1034;;;4,783028235;33,45150575;12,22696026;5;;;;
17:25;17;25;1045;;;1,565544086;8,523071265;4,208536144;11;;;;
17:35;17;35;1055;;;5,024277352;18,62153013;5,232179411;10;;;;
17:54;17;54;1074;;;6,409623107;6,639411118;7,143092986;19;;;;
18:03;18;3;1083;;;6,235074822;31,9235777;6,796523157;9;;;;
18:54;18;54;1134;;;5,961029693;4,845246514;6,373872624;51;;;;
19:31;19;31;1171;;;1,025036463;7,454507213;3,43026962;37;;;;
20:24;20;24;1224;;;4,617521851;7,252083745;22,78880109;53;;;;
20:59;20;59;1259;;;6,115730871;6,83614216;7,126661941;35;;;;
22:26;22;26;1346;;;1,154918982;6,48774923;13,90930305;87;;;;
1:40;1;40;100;;;2,864544172;27,28166466;3,250296293;-1246;;;;
3:15;3;15;195;;;0,661716114;14,78336671;17,00337687;95;;;;
3:23;3;23;203;;;4,688730487;20,63685133;15,19982943;8;;;;
3:44;3;44;224;;;8,728954476;26,86185664;13,24609328;21;;;;
4:02;4;2;242;;;7,205241543;7,433262126;18,2391819;18;;;;
4:13;4;13;253;;;2,410346534;17,64696062;8,914712249;11;;;;
5:12;5;12;312;;;4,98090232;10,56307906;6,209474307;59;;;;
5:43;5;43;343;;;4,352975154;15,13435243;4,062267428;31;;;;
7:49;7;49;469;;;3,583692994;30,22372602;6,690651648;126;;;;
7:51;7;51;471;;;3,114432442;28,31614019;4,696096232;2;;;;
7:55;7;55;475;;;5,106865721;39,58473304;7,556734253;4;;;;
8:06;8;6;486;;;0,893061544;16,06758151;6,154594373;11;;;;
8:15;8;15;495;;;8,159665699;24,58492738;9,282399327;9;;;;
8:23;8;23;503;;;0,986083048;5,532602639;17,26573324;8;;;;
8:24;8;24;504;;;3,625760587;11,35612874;6,691562557;1;;;;
8:28;8;28;508;;;1,41790775;17,19893177;5,338018068;4;;;;
8:32;8;32;512;;;6,052301789;25,36992011;7,653073246;4;;;;
8:37;8;37;517;;;11,88585599;29,36450766;13,61825361;5;;;;
8:39;8;39;519;;;0,694378663;10,77500417;8,799171628;2;;;;
8:44;8;44;524;;;3,389174076;15,13380787;5,289165423;5;;;;
8:45;8;45;525;;;7,084168461;11,99094086;7,524345331;1;;;;
8:46;8;46;526;;;2,436828616;20,57285956;16,93365679;1;;;;
9:18;9;18;558;;;9,201416776;8,632240697;16,76078002;32;;;;
9:20;9;20;560;;;0,755075212;5,860251484;6,363490736;2;;;;
9:24;9;24;564;;;9,827431446;21,09392563;3,67647323;4;;;;
9:28;9;28;568;;;3,023724926;7,094563844;10,55523293;4;;;;
10:14;10;14;614;;;3,481984649;23,98328834;17,64489247;46;;;;
10:49;10;49;649;;;2,374044261;7,518429116;18,33201399;35;;;;
10:55;10;55;655;;;6,039837404;12,22387979;20,91358344;6;;;;
10:59;10;59;659;;;1,905083293;17,79320584;9,723748299;4;;;;
11:03;11;3;663;;;1,009865091;30,90997144;12,44447724;4;;;;
11:24;11;24;684;;;2,110814808;12,17816359;10,46356707;21;;;;
11:50;11;50;710;;;2,524899677;8,339064054;11,4141229;26;;;;
12:01;12;1;721;;;5,378707377;8,641683655;14,17899982;11;;;;
12:05;12;5;725;;;2,286031683;8,274933856;9,973102092;4;;;;
12:06;12;6;726;;;3,944482264;10,8868683;13,14732765;1;;;;
12:13;12;13;733;;;4,594906326;8,468896372;4,991296696;7;;;;
12:17;12;17;737;;;3,175880277;28,96732796;5,053331016;4;;;;
12:40;12;40;760;;;8,292900411;27,98528448;4,264116464;23;;;;
13:07;13;7;787;;;4,406366366;10,53850886;20,51008025;27;;;;
13:17;13;17;797;;;6,325463933;9,119454713;19,27634126;10;;;;
13:25;13;25;805;;;1,103998979;9,637035927;21,79897635;8;;;;
13:27;13;27;807;;;1,457003522;17,79643557;21,72292238;2;;;;
13:38;13;38;818;;;2,584555613;41,22983487;25,47311072;11;;;;
13:39;13;39;819;;;1,476954349;7,138914847;4,621510784;1;;;;
13:54;13;54;834;;;5,507172256;28,29064377;10,71655285;15;;;;
13:59;13;59;839;;;2,746048975;29,34459488;11,45150198;5;;;;
14:01;14;1;841;;;6,749232856;6,942998109;20,30622448;2;;;;
14:20;14;20;860;;;5,446409502;24,18323374;14,75365493;19;;;;
14:42;14;42;882;;;1,64490619;22,63651285;17,06906522;22;;;;
15:10;15;10;910;;;0,76815336;10,43001167;18,21087574;28;;;;
15:14;15;14;914;;;0,75559821;6,025278085;9,919730364;4;;;;
15:24;15;24;924;;;7,329866568;7,396465621;23,98481305;10;;;;
15:39;15;39;939;;;2,89672297;6,16450221;5,24522466;15;;;;
15:48;15;48;948;;;6,487646933;21,74532991;14,36472264;9;;;;
16:11;16;11;971;;;4,432031815;9,93271299;9,068376733;23;;;;
16:23;16;23;983;;;3,149767839;8,297322775;5,842229305;12;;;;
16:51;16;51;1011;;;8,021886069;16,07265349;9,439906659;28;;;;
17:16;17;16;1036;;;6,349186762;14,60193946;5,43983234;25;;;;
17:25;17;25;1045;;;2,021494641;11,58062825;7,293160514;9;;;;
17:34;17;34;1054;;;3,916990998;10,60637861;7,353807594;9;;;;
17:58;17;58;1078;;;1,81047122;14,02124529;6,831302063;24;;;;
18:00;18;0;1080;;;1,433997694;16,53045693;5,527557674;2;;;;
18:46;18;46;1126;;;0,971545049;9,236732997;4,563598854;46;;;;
19:51;19;51;1191;;;0,663855594;9,580532855;25,34904512;65;;;;
20:53;20;53;1253;;;7,991211938;19,4946216;4,038938182;62;;;;
21:08;21;8;1268;;;1,568993356;15,67680776;11,27780961;15;;;;
2:00;2;0;120;;;6,99079857;11,5210649;13,61373784;-1148;;;;
14:40;14;40;880;;;2,7992945;11,25474078;10,92303794;760;;;;
14:49;14;49;889;;;10,3051152;8,759831786;27,47863106;9;;;;
15:12;15;12;912;;;9,197374636;4,687001432;3,938686447;23;;;;
15:18;15;18;918;;;7,010922733;16,00449559;15,35996656;6;;;;
15:33;15;33;933;;;5,841404517;20,85437345;13,0360028;15;;;;
15:35;15;35;935;;;5,453128201;4,768192363;4,890007301;2;;;;
15:43;15;43;943;;;3,723109816;15,38607257;17,31065255;8;;;;
16:05;16;5;965;;;5,900111121;17,06445744;5,286950768;22;;;;
16:07;16;7;967;;;0,94844006;9,136962205;3,252984093;2;;;;
16:16;16;16;976;;;7,626097997;4,363124226;5,680655268;9;;;;
16:26;16;26;986;;;4,994188035;35,38923915;7,351717944;10;;;;
16:49;16;49;1009;;;12,90333251;7,326917354;17,03385026;23;;;;
17:31;17;31;1051;;;3,454601672;41,84746936;20,70726092;42;;;;
18:11;18;11;1091;;;2,093441691;19,99912111;8,758634284;40;;;;
18:30;18;30;1110;;;4,035682234;31,88955439;5,717862218;19;;;;
18:32;18;32;1112;;;3,98327239;6,06055694;21,86465265;2;;;;
19:03;19;3;1143;;;3,198693531;6,139070033;5,224203065;31;;;;
19:21;19;21;1161;;;0,777702368;22,00872415;8,635731405;18;;;;
19:23;19;23;1163;;;4,204733227;10,3494935;6,429122912;2;;;;
19:56;19;56;1196;;;11,17461857;15,486195;16,15054224;33;;;;
20:08;20;8;1208;;;6,705499628;26,83382825;11,14186568;12;;;;
20:29;20;29;1229;;;4,551234805;10,36303911;17,32140415;21;;;;
20:54;20;54;1254;;;4,287335858;8,019002761;21,45313324;25;;;;
0:51;0;51;51;;;9,506491868;4,20824304;21,31672049;-1203;;;;
7:37;7;37;457;;;3,623239407;4,442571442;3,302057596;406;;;;
7:51;7;51;471;;;3,299225083;8,492666607;25,78892688;14;;;;
8:44;8;44;524;;;1,054649893;7,052899516;19,6706024;53;;;;
8:45;8;45;525;;;4,421779823;29,27228583;27,43247587;1;;;;
8:55;8;55;535;;;14,33903154;4,970421999;15,4765619;10;;;;
9:01;9;1;541;;;1,834632049;8,926369251;9,034099468;6;;;;
9:05;9;5;545;;;10,21771145;6,189808358;5,884752356;4;;;;
9:07;9;7;547;;;1,15067908;4,42519313;15,25793122;2;;;;
9:09;9;9;549;;;1,174595712;17,09381893;7,395113063;2;;;;
9:45;9;45;585;;;1,915219688;15,34101741;11,06914302;36;;;;
9:47;9;47;587;;;1,285889228;37,75492351;20,81505657;2;;;;
10:08;10;8;608;;;2,649359807;4,977749959;5,938179359;21;;;;
10:08;10;8;608;;;7,2190957;11,33884799;8,906012237;0;;;;
10:09;10;9;609;;;2,389097022;20,98835342;3,370430267;1;;;;
10:17;10;17;617;;;0,997187289;4,310259118;6,727185703;8;;;;
10:20;10;20;620;;;1,19595398;14,15027619;13,03117345;3;;;;
11:05;11;5;665;;;8,991531466;38,53390936;6,38540228;45;;;;
11:10;11;10;670;;;1,121871499;10,12860415;11,6061984;5;;;;
11:15;11;15;675;;;7,114510346;16,95491144;4,329799494;5;;;;
11:22;11;22;682;;;2,76527527;7,058428223;10,93321094;7;;;;
11:38;11;38;698;;;0,916352769;9,38343565;9,887835739;16;;;;
11:43;11;43;703;;;5,690461746;9,853287496;18,39488692;5;;;;
11:58;11;58;718;;;0,850484274;5,380315558;3,778411269;15;;;;
12:05;12;5;725;;;2,901087349;4,63289403;7,359799476;7;;;;
12:06;12;6;726;;;5,312167434;7,362978009;17,03071151;1;;;;
12:09;12;9;729;;;3,650968623;10,40068768;7,45202117;3;;;;
12:31;12;31;751;;;2,788931759;4,788505097;12,10396129;22;;;;
12:40;12;40;760;;;4,98169685;7,079745192;18,93128625;9;;;;
13:10;13;10;790;;;7,019465394;22,04554735;5,15957239;30;;;;
13:33;13;33;813;;;3,026088135;10,70351692;21,30085794;23;;;;
13:39;13;39;819;;;14,05660266;5,131972607;4,564105907;6;;;;
14:02;14;2;842;;;4,698055365;6,138021147;6,292235804;23;;;;
14:20;14;20;860;;;3,135808818;19,43955448;4,600186177;18;;;;
14:36;14;36;876;;;1,870782456;22,77179037;10,14444652;16;;;;
14:48;14;48;888;;;1,105970873;6,688926318;5,902949271;12;;;;
14:51;14;51;891;;;2,193042286;17,42046875;14,3411179;3;;;;
15:37;15;37;937;;;1,282126662;18,48238205;15,85151107;46;;;;
15:50;15;50;950;;;6,135479562;7,878725184;15,14299343;13;;;;
16:02;16;2;962;;;6,852629806;28,88510486;4,659042357;12;;;;
16:16;16;16;976;;;0,773635825;6,987418029;10,95371318;14;;;;
16:17;16;17;977;;;2,893377658;30,96210549;4,002423966;1;;;;
16:19;16;19;979;;;2,276925838;10,21482323;4,00160401;2;;;;
16:34;16;34;994;;;7,705786987;40,68004695;5,699142834;15;;;;
16:54;16;54;1014;;;1,122116602;22,52722263;6,316621143;20;;;;
16:57;16;57;1017;;;7,387162942;6,352530828;10,83188892;3;;;;
17:11;17;11;1031;;;5,023796574;11,03116101;12,80740185;14;;;;
17:30;17;30;1050;;;3,328064051;18,25477599;10,80864831;19;;;;
17:44;17;44;1064;;;0,754382594;24,28266685;30,29334838;14;;;;
17:55;17;55;1075;;;9,858449381;4,40648301;3,503080278;11;;;;
18:17;18;17;1097;;;1,361608028;11,98017853;4,271315048;22;;;;
18:43;18;43;1123;;;1,329103319;10,45415716;3,501854125;26;;;;
18:58;18;58;1138;;;2,238737931;15,41230174;18,21090769;15;;;;
19:00;19;0;1140;;;2,149283757;7,241373795;6,893510521;2;;;;
19:06;19;6;1146;;;4,377647519;15,97589767;5,381488425;6;;;;
19:21;19;21;1161;;;3,317525307;21,66771398;16,67810813;15;;;;
19:23;19;23;1163;;;2,073068001;19,38672587;7,357983567;2;;;;
19:23;19;23;1163;;;1,322412423;17,77596903;8,295041067;0;;;;
20:09;20;9;1209;;;7,643716416;17,74573272;3,764080977;46;;;;
20:16;20;16;1216;;;4,124501583;13,57716562;3,252163564;7;;;;
20:32;20;32;1232;;;1,128997446;6,190146299;3,446797809;16;;;;
21:04;21;4;1264;;;0,704260765;41,40216923;3,381813123;32;;;;
21:50;21;50;1310;;;0,91473941;40,21359831;4,907589438;46;;;;
21:54;21;54;1314;;;4,885400554;26,7263427;7,08639075;4;;;;
22:32;22;32;1352;;;4,642487546;21,4893126;22,87849583;38;;;;
23:35;23;35;1415;;;1,949073125;16,09331046;6,359512584;63;;;;
2:46;2;46;166;;;8,356269125;21,72476537;27,56255683;-1249;;;;
6:56;6;56;416;;;2,42282939;18,3729321;3,702149623;250;;;;
7:45;7;45;465;;;4,961393486;38,38943809;5,100806481;49;;;;
8:10;8;10;490;;;0,744662177;19,71379445;15,26496463;25;;;;
8:11;8;11;491;;;3,093482787;23,32002368;20,66107502;1;;;;
8:25;8;25;505;;;1,211902337;15,71221408;9,501256303;14;;;;
9:03;9;3;543;;;1,994480555;5,592862324;6,462221366;38;;;;
9:27;9;27;567;;;3,850494309;4,320802743;25,85092193;24;;;;
9:27;9;27;567;;;1,410128204;27,62825446;16,2146662;0;;;;
9:34;9;34;574;;;2,579899645;24,88683639;10,41603149;7;;;;
9:34;9;34;574;;;1,098461311;27,96795318;25,27430869;0;;;;
10:07;10;7;607;;;5,609929631;20,8749921;7,610592844;33;;;;
10:11;10;11;611;;;2,083205058;10,67741444;9,244945863;4;;;;
10:16;10;16;616;;;2,430733484;12,80652211;4,026112673;5;;;;
10:19;10;19;619;;;2,028462651;6,370922844;19,75762416;3;;;;
10:22;10;22;622;;;1,720286791;6,740622891;20,86388004;3;;;;
10:39;10;39;639;;;3,386099914;7,802972765;6,88405652;17;;;;
11:09;11;9;669;;;9,325039345;37,94908001;14,06348063;30;;;;
11:11;11;11;671;;;0,988423625;10,830417;5,873269834;2;;;;
11:36;11;36;696;;;1,226092692;10,3995131;8,703634403;25;;;;
11:37;11;37;697;;;8,223988258;7,96158152;24,3895867;1;;;;
11:46;11;46;706;;;1,23648724;6,580352243;4,006795579;9;;;;
11:47;11;47;707;;;0,734487349;4,343199076;20,53080623;1;;;;
11:48;11;48;708;;;1,393671041;13,78048584;18,5703809;1;;;;
12:26;12;26;746;;;2,092246381;4,997328233;7,402190231;38;;;;
12:55;12;55;775;;;5,611418072;4,316051472;9,177493827;29;;;;
13:11;13;11;791;;;2,876226671;7,048200743;6,352869893;16;;;;
13:18;13;18;798;;;5,038515075;7,492325131;9,989115999;7;;;;
13:40;13;40;820;;;5,758778636;20,31104052;15,2412271;22;;;;
13:50;13;50;830;;;6,691714467;8,494577054;5,278649331;10;;;;
14:15;14;15;855;;;4,53223784;36,20201436;5,868595473;25;;;;
15:07;15;7;907;;;3,605728282;19,73919264;10,06652594;52;;;;
15:29;15;29;929;;;6,629545729;17,48250879;10,10577322;22;;;;
16:02;16;2;962;;;1,108960061;5,623769942;9,800371947;33;;;;
16:22;16;22;982;;;10,25284506;19,04217035;9,053947501;20;;;;
16:29;16;29;989;;;1,89389544;17,44736732;9,43175985;7;;;;
16:30;16;30;990;;;1,402342357;13,41210223;27,59896408;1;;;;
16:40;16;40;1000;;;1,258685108;19,19630958;4,879722743;10;;;;
16:45;16;45;1005;;;11,06849415;8,962363025;17,54979385;5;;;;
16:52;16;52;1012;;;3,946427462;24,59927124;3,405329031;7;;;;
17:24;17;24;1044;;;2,145356584;28,1363494;8,037776991;32;;;;
18:08;18;8;1088;;;7,807663194;29,89804162;8,569957827;44;;;;
18:11;18;11;1091;;;5,296358842;10,34434318;7,903732834;3;;;;
18:47;18;47;1127;;;10,40265054;13,26915614;8,057389116;36;;;;
19:40;19;40;1180;;;1,668482265;4,674308856;6,205129646;53;;;;
19:53;19;53;1193;;;8,084019403;10,51142421;14,16216156;13;;;;
20:20;20;20;1220;;;10,85357985;17,15287207;18,42068339;27;;;;
21:28;21;28;1288;;;5,58541173;7,765910769;6,816243102;68;;;;
21:52;21;52;1312;;;1,6708525;45,10994535;3,925334247;24;;;;
21:57;21;57;1317;;;3,420180752;20,65700241;6,816020628;5;;;;
22:09;22;9;1329;;;0,763514121;11,72148373;18,94060012;12;;;;
22:19;22;19;1339;;;3,214998875;8,686553421;5,730985525;10;;;;
22:58;22;58;1378;;;3,691049228;17,84500631;17,0432141;39;;;;
2:33;2;33;153;;;4,953552038;5,601573679;10,20861258;-1225;;;;
7:07;7;7;427;;;0,982941329;11,26919886;14,41773639;274;;;;
7:16;7;16;436;;;4,028470448;7,06207831;3,362484037;9;;;;
7:24;7;24;444;;;6,838876952;5,660053306;5,848870688;8;;;;
7:25;7;25;445;;;3,268925563;6,835411912;3,449821172;1;;;;
7:50;7;50;470;;;4,635491331;10,67059389;7,410455712;25;;;;
7:51;7;51;471;;;7,758093934;29,32172134;5,291599978;1;;;;
8:07;8;7;487;;;1,28936323;21,38868255;5,036225199;16;;;;
8:16;8;16;496;;;5,762101126;9,395837586;23,98136287;9;;;;
8:37;8;37;517;;;0,758490618;16,39842438;5,165147769;21;;;;
8:43;8;43;523;;;1,591334428;7,766989786;6,07096844;6;;;;
8:48;8;48;528;;;1,470262972;10,65302026;4,599198633;5;;;;
8:49;8;49;529;;;1,335208325;42,53560029;7,736577861;1;;;;
8:50;8;50;530;;;3,802265499;5,836711371;21,19781091;1;;;;
9:00;9;0;540;;;4,430868102;29,15379958;6,038000558;10;;;;
9:05;9;5;545;;;2,237018867;12,08925452;10,07270537;5;;;;
9:10;9;10;550;;;6,789176641;12,15542753;10,50012221;5;;;;
9:14;9;14;554;;;11,25905412;7,858024852;11,0839887;4;;;;
9:24;9;24;564;;;3,442807872;25,45094865;7,289563016;10;;;;
9:28;9;28;568;;;3,739899889;37,46185671;8,182087061;4;;;;
9:31;9;31;571;;;3,45204486;24,19520364;15,52592859;3;;;;
9:35;9;35;575;;;5,613817054;16,49417896;14,14551051;4;;;;
9:42;9;42;582;;;1,827994258;11,63048383;14,92349423;7;;;;
